config,class,lambda
sparse_graph,negative,0.056394
sparse_graph,negative,0.195237
sparse_graph,negative,0.379240
sparse_graph,negative,0.178344
sparse_graph,negative,0.360340
sparse_graph,negative,0.298058
sparse_graph,negative,0.224717
sparse_graph,negative,0.309941
sparse_graph,negative,0.270814
sparse_graph,negative,0.133253
sparse_graph,negative,0.317209
sparse_graph,negative,0.194535
sparse_graph,negative,0.352160
sparse_graph,negative,0.243514
sparse_graph,negative,0.201479
sparse_graph,negative,0.199939
sparse_graph,negative,0.199724
sparse_graph,negative,0.268133
sparse_graph,negative,0.224790
sparse_graph,negative,0.485824
sparse_graph,negative,0.107062
sparse_graph,negative,0.176039
sparse_graph,negative,0.173281
sparse_graph,negative,0.154365
sparse_graph,negative,0.210768
sparse_graph,negative,0.267714
sparse_graph,negative,0.167623
sparse_graph,negative,0.226564
sparse_graph,negative,0.164554
sparse_graph,negative,0.121752
sparse_graph,negative,0.141401
sparse_graph,negative,0.230539
sparse_graph,negative,0.392674
sparse_graph,negative,0.102190
sparse_graph,negative,0.304321
sparse_graph,negative,0.290862
sparse_graph,negative,0.114760
sparse_graph,negative,0.127461
sparse_graph,negative,0.144562
sparse_graph,negative,0.250495
sparse_graph,negative,0.262542
sparse_graph,negative,0.179678
sparse_graph,negative,0.368782
sparse_graph,negative,0.305641
sparse_graph,negative,0.149008
sparse_graph,negative,0.155255
sparse_graph,negative,0.148339
sparse_graph,negative,0.157366
sparse_graph,negative,0.047749
sparse_graph,negative,0.191526
sparse_graph,negative,0.369737
sparse_graph,negative,0.251466
sparse_graph,negative,0.086994
sparse_graph,negative,0.313420
sparse_graph,negative,0.208764
sparse_graph,negative,0.310059
sparse_graph,negative,0.134220
sparse_graph,negative,0.291671
sparse_graph,negative,0.241651
sparse_graph,negative,0.137206
sparse_graph,negative,0.074052
sparse_graph,negative,0.293977
sparse_graph,negative,0.149361
sparse_graph,negative,0.246535
sparse_graph,negative,0.220256
sparse_graph,negative,0.174483
sparse_graph,negative,0.134565
sparse_graph,negative,0.157700
sparse_graph,negative,0.097795
sparse_graph,negative,0.268617
sparse_graph,negative,0.226951
sparse_graph,negative,0.191163
sparse_graph,negative,0.267623
sparse_graph,negative,0.086776
sparse_graph,negative,0.145485
sparse_graph,negative,0.211849
sparse_graph,negative,0.188733
sparse_graph,negative,0.263740
sparse_graph,negative,0.228742
sparse_graph,negative,0.273827
sparse_graph,negative,1.000000
sparse_graph,negative,0.208119
sparse_graph,negative,0.107476
sparse_graph,negative,0.231586
sparse_graph,negative,0.222699
sparse_graph,negative,0.207700
sparse_graph,negative,0.150246
sparse_graph,negative,0.056712
sparse_graph,negative,0.280447
sparse_graph,negative,0.240258
sparse_graph,negative,0.127693
sparse_graph,negative,0.160192
sparse_graph,negative,0.256481
sparse_graph,negative,0.164025
sparse_graph,negative,0.353474
sparse_graph,negative,0.205836
sparse_graph,negative,0.159624
sparse_graph,negative,0.198364
sparse_graph,negative,0.062997
sparse_graph,negative,0.404225
sparse_graph,negative,0.165035
sparse_graph,negative,0.320244
sparse_graph,negative,0.163132
sparse_graph,negative,0.208590
sparse_graph,negative,0.344724
sparse_graph,negative,0.216317
sparse_graph,negative,0.164971
sparse_graph,negative,0.203125
sparse_graph,negative,0.218903
sparse_graph,negative,0.175187
sparse_graph,negative,0.131274
